讲座标题,报告人,时间,地点,大学,通知全文链接,通知发布时间,通知内容,报告人简介
学术报告：Self-normalization?for?Stationarity?of?Irregular?Spatial?Data,报告人：张荣茂教授 浙江大学,2022-10-28,#腾讯会议，401-918-148,华南农业大学,https://info.scau.edu.cn/2022/1025/c12892a328143/page.htm,2022-10-24,"摘要:Stationarity test is an important issue in spatial data analysis. Let Z(s), s∈Rd be a random field and Jn(ω) be its discrete Fourier transform (DFT) at frequency ω. It is known that Jn(ω) at fundamental frequencies are asymptotically uncorrelated if and only if Z(s) is second-order stationary, see Bandyopadhyay and Subba Rao (2017). A test for stationarity based on the sample covariance of Jn(ω) can be constructed. However, such a test always performs very poor because its asymptotic variance is difficult to estimate accurately in finite sample, which leads to small size and power. To address this issue, this paper proposes two self-normalized statistics based on extreme values and partial sum of the sample covariance of the DFTs, which allow the lag order of the frequencies in constructing the statistics to be fixed or divergent. Under certain regular conditions, it is shown that the proposed tests converge to functionals of Brownian motion. Simulations and two real data examples confirm good performance of the proposed extreme test.","报告人简介：张荣茂，现为浙江大学数学学院教授、浙江大学统计所所长，浙江省现场统计研究所副理事长。2004年在浙江大学获得博士学位，2004年7月至2006年6月在北京大学从事博士后研究，2006年至今在浙江大学工作，多次访问香港科大、香港中文大学和伦敦政治经济学院。主要从事非平稳金融时间序列和高维空间计量经济模型的理论与应用研究，已发表SSCI/SCI论文50多篇，发表的杂志包括Annals?of?Statistics，Journal?of?the?American?Statistical?Association，Journal?of?Econometrics，Econometric?Theory,?Journal?of?Business?and?Economic?Statistics等统计与计量经济杂志。2015年获浙江省杰出青年基金，主持浙江省重点基金项目1项、国家自然科学基金和省部级基金项目多项，2021年获第一届统计学科学技术进步奖（三等奖）、2022年获浙江省自然科学奖（二等奖），现任J.?Korean?Statist.?Soc.等杂志的编委。"
学术报告：Stability of planar rarefaction wave for a 2D hyperbolic-elliptic coupled system on half space,报告人：朱长江教授 华南理工大学,2022-10-26,#腾讯会议：775-313-471 会议密码：8528,华南农业大学,https://info.scau.edu.cn/2022/1023/c12892a327956/page.htm,2022-10-22,"摘要：In this talk, we will introduce the asymptotic stability of solution to an initial-boundary value problem for a hyperbolic-elliptic coupling system on two-dimensional half space. We show that the solution to the problem converges to the corresponding planar rarefaction wave as time tends to infinity. To our knowledge, the stability result of planar rarefaction wave on half space focus primarily on the single viscosity conservation law because the rarefaction wave (one-dimensional diffusion wave) of the corresponding one-dimensional problem to scalar viscosity conservation law is known. In other words, for a general high dimensional system of equations, we cannot obtain the stability of planar rarefaction wave on half space because we cannot construct the rarefaction wave of the corresponding one-dimensional problem. In this paper, we use the structure of the hyperbolic-elliptic coupling system to obtain the monotonic rarefaction wave of the corresponding one-dimensional problem, and hence give the stability of the plane rarefaction wave on half space. This is a joint work with Minyi Zhang.",报告人简介：朱长江，博士，华南理工大学教授、博士生导师，享受国务院政府特殊津贴，国家杰出青年科学基金获得者，国际数学学术期刊《Kinetic and Related Models》、《Acta Mathematica Scientia》中英文版等杂志编委，《数学教育学报》副主编，教育部高等学校数学类教学指导委员会委员，教育部“创新团队发展计划”、国家自然科学基金重点项目、国家级教学团队、国家级一流本科专业、国家级精品课程、精品资源共享课程和一流本科课程负责人，全国优秀博士学位论文指导教师。主持完成的研究成果获教育部自然科学奖二等奖，教学成果两次获国家级教学成果奖二等奖。2012年被评为全国优秀科技工作者，2017年入选国家“万人计划”教学名师，2020年获中国教师发展基金会杰出教学奖，2021年获华南理工大学教学终身成就奖，2021年获华南理工大学教学终身成就奖。研究方向：偏微分方程。
学术报告：Asymptotic limit of the Navier-Stokes-Poisson-Korteweg system in the half-space,报告人：蒲学科教授 广州大学,2022-10-28,#腾讯会议：588-181-511 会议密码：8528,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327884/page.htm,2022-10-22,"摘要：In this talk, we consider the quasi-neutral limit, zero-viscosity limit and vanishing capillarity limit for the compressible Navier-Stokes-Poisson system of Korteweg type in the half-space. The system is supplemented with the Neumann, Navier-slip and Dirichlet boundary conditions for density, velocity and electric potential, respectively. The stability of the approximation solutions involving the boundary layer is established by a conormal energy estimate, and then the convergence of solution of the Navier-Stokes-Poisson-Korteweg system to that of the compressible Euler equation is obtained with convergence rate.","报告人简介：蒲学科，男，理学博士，广州大学数学与信息科学学院教授、博士生导师。2009年毕业于中国工程物理研究院研究生部，获理学博士学位，应用数学方向，主要从事非线性偏微分方程的数学理论研究。目前已在Comm. Math. Phys., Arch. Ration. Mech. Anal., SIAM J. Math. Anal., Calc. Var., J. Differential Equations等重要数学期刊上发表论文多篇，获得国家自然科学基金委资助。"
学术报告：Darboux transformation and soliton solution to the coupled complex short pulse equation,报告人：凌黎明教授 华南理工大学,2022-10-28,#腾讯会议：896-384-580 会议密码：8528,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327882/page.htm,2022-10-22,"摘要：The Darboux transformation (DT) for the coupled complex short pulse (CCSP) equation is constructed through the loop group method. The DT is then utilized to construct various exact solutions including bright-soliton, double-hump vector solitons to the CCSP equation. Meanwhile, we perform the inverse scattering analysis to the vanishing background. This work is joint with Prof. Baofeng Feng.",报告人简介：凌黎明，华南理工大学教授，博士生导师，国家优秀青年基金获得者。长期从事非线性可积系统的研究，在可积系统“怪波”理论的发展中作出了一系列工作，率先同合作者给出高阶怪波解的Darboux变换方法以及无穷阶怪波的分析理论，发表SCI论文40余篇 ，合作出版专著一部，已发表文章在Google学术搜索统计引用2300余次，其中单篇最高引用600次。
学术报告：Enhanced Dissipation and Transition Threshold for the 2-D Plane Poiseuille flow via Resolvent Estimate,报告人：丁时进教授 华南师范大学,2022-10-27,#腾讯会议：645-865-885 会议密码：8528,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327881/page.htm,2022-10-22,"摘要：In this talk, we introduce our recent result about the quantitative stability problem for the 2-D Poiseuille flow $(1-y^2, 0)$ with Navier-slip boundary conditions in a periodic channel. For the linearized Navier-Stokes equations around the 2-D Poiseuille flow, the enhanced dissipation is obtained by using the careful resolvent estimates. For the nonlinear stability transition threshold, we prove that the solution of the Navier-Stokes equations around the 2-D Poiseuille flow does not transition away from the Poiseuille flow provided that the $H^1$ norm of the initial perturbation is less than the 3/4 power of the viscosity. This talk is based on a joint work with Zhilin Lin. This is a preparation work for the NO-SLIP CASE !",报告人简介：丁时进，博士、华南师范大学教授、博士生导师，“粤港澳国家应用数学中心”组织实施委员会副主任。2007年至2015年任广东省数学会副理事长，2008年至2018年任广东工业与应用数学会副理事长。1999年至今先后主持国家自然科学基金面上项目5项、广东省自然科学基金面上项目5项、教育部博士点基金项目1项；参加国家973项目2项。目前主持国家自然科学基金重点项目1项。主要研究Navier-Stokes方程、超导模型、铁磁链模型、液晶模型的数学理论。2012年被评为广东省南粤优秀教师，2015年获教育部自然科学二等奖（Landau-Lifshitz方程适定性理论研究，排名第一），2016年获国务院政府特殊津贴。主要研究方向：偏微分方程。
学术报告：航路规划（飞行计划）,报告人：姚正安教授 中山大学,2022-10-22,#腾讯会议：236-427-973，会议密码：8528,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327879/page.htm,2022-10-22,摘要：航路规划涉及大规模复杂动态图的数学建模及分布式计算，是国家科技部征集的一项变革性技术关键科学问题。我国的航路规划系统被欧美供应商垄断，配套的航电系统、飞行控制系统、航行情报信息等也来源于国外，提供的系统仅有输入输出，中间处理类似黑匣子，模型、算法、逻辑无从知晓，相关研究在国内尚属空白，一旦断供或限制服务将对民航产业产生巨大危害。飞机飞行航路的规划需要充分考虑恶劣天气、自然灾害、航空管制、突发事件等随机扰动因素，同时还需考虑气象数据、动力学因素、火山灰、积雨云、天空开放信息、高度变化等随机扰动因素。这是一个带有随机约束条件的非线性最优化动态规划问题，建模和计算过程中都会遇到大量的文本规则和各种格式的数据，这需要建立统一标准结构形式的数据输出模式和构建带有随机扰动的大规模动态规划模型，进一步研究随机扰动的影响能力（范围和程度），航路规划和优化是核心技术基础，将突破国内航空业的“卡脖子”技术，掌握基本原理，实现自主可控，提升我国民航的国际竞争力。,报告人简介：姚正安，男，1960年9月14日生。中山大学数学学院教授（逸仙学者）、博士生导师。现为广东省数学会理事长，粤港澳（国家）应用数学中心主任，国家教材委员会委员，中国科协英才计划数学学科工作委员会委员。广东省科协第七、八届委员、九届常委。国家理科标准制定委员会数学、统计和心理学组长。广东省高校数学教指委主任。中国工业与应用数学会常务理事。广东省特支计划领军人才。曾任教育部高校数学基础课程教学指导委员会委员，国家基金委会评专家。原中山大学数学学院院长。《应用泛函分析》《纯粹数学与应用数学》杂志编委。2009年广东省南粤优秀教师。国家自科学基金重大研究计划“视听觉信息的认知计算”指导专家组成员。2011-2015年国家973计划重大科研项目信息及相关领域若干重大需求的应用数学研究骨干成员。973项目“非结构化环境下的智能感知基础理论与关键技术”项目组指导专家。作为主持人《流体力学的理论及其应用》， 2013年，广东省科学技术奖二等奖第一获奖人；2017年，广东省教学成果一等奖第二获奖人；2017年，中山大学第八届校级教学成果奖二等奖。2018年，国家级教学成果二等奖第二获奖人（理科基础科学拔尖人才培养“逸仙模式”的探索与实践）；2018年，宝钢优秀教师奖。
学术报告：Homoclinic/heteroclinic cycles and chaos in a class of 3D three-zone piecewise affine systems,报告人：杨启贵教授 华南理工大学,2022-10-25,地点：2022年10月25日16:30-18:30，#腾讯会议：474-756-406,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327878/page.htm,2022-10-22,"摘要：Little results seem to be known about homoclinic/heteroclinic cycles and chaos in three dimensional (3D) piecewise smooth dynamical systems with two or more discontinuous boundaries (DBs). This report first introduces a new class of 3D three-zone piecewise affine systems with two DBs and then obtains some criteria for existence of homoclinic/heteroclinic cycles under the following three cases: (i) one saddle point and two saddle-focus points, (ii) two saddle points and one saddle-focus point, (iii) three saddle points, respectively. Moreover, sufficient conditions of the existence of chaos are established. Rigorously mathematical analysis is provided to prove that. Finally, two numerical examples are offered to show the feasibility of our theoretical results.","专家简介:?杨启贵，二级教授，理学博士，博士生导师，华南理工大学教学名师。 主要从事微分方程几何理论、混沌动力系统、随机动力系统及其应用的研究与教学工作，研究系统简单到何种程度仍然具有混沌复杂性，揭示混沌系统混沌机理与复杂动力学特征。 曾获广西科技进步一等奖(排名：1/4)和广东省高等教育省级教学成果二等奖(排名：2/5), 连续3次广东省优秀博士论文指导教师等。 至现今为止，在J. Differential Equations、Chaos、Int J Bifur Chaos、Proc. Royal Soc. Edinburgh (A)等国内外发表论文140多篇，到目前为止，被SCI摘录120多篇，SCI正面他引1900多次。 主持混沌方面的国家自然科学基金项目5项、省级自然基金项目6项、国家或省部级教研项目13项, 参加国家自然科学基金重大科研仪器研制项目1项、国家自然科学基金项目3项和省研究团队1项等。 曾多次为国家自然科学奖的会评或通讯评审专家等。 已培养出站博士后5人、毕业博士20人（其中2名留学生）、硕士37人，现在读博士7人和硕士4人。"
学术报告：Existence of at most two limit cycles for some non-autonomous differential equations,报告人：赵育林教授 中山大学,2022-10-25,地点：2022年10月25日14:30-16:30，#腾讯会议：474-756-406,华南农业大学,https://info.scau.edu.cn/2022/1022/c12892a327877/page.htm,2022-10-21,"摘要：It is know that the non-autonomous differential equations? dx/dt=a(t)+b(t)|x|, where? a(t)? and b(t) are 1-periodic maps of class $C^1$, have no upper bound for their number of limit cycles (isolated solutions satisfying? x(0)=x(1)). We prove that if either? a(t) or? b(t) does not change sign, then their maximum number of limit cycles is two, taking into account their multiplicities, and that this upper bound is sharp. We also study all possible configurations of limit cycles. Our result is similar to other ones known for Abel type periodic differential equations although the proofs are quite different.",专家简介:?赵育林，教授，中山大学数学学院（珠海）院长、博士生导师。1998年于北京大学获博士学位，导师为张芷芬教授。现任广东省本科高校教学指导委员会数学专业委会委员，广东省数学会常务理事。2007入选教育部新世纪优秀人才支持计划。2019年获广东省自然科学奖二等奖。已主持国家自然科学基金面上项目6项。曾先后访问意大利佛罗伦萨大学、加拿大Universite des Montreal、York University，以色列Weizmann Institute of Science、巴西圣保罗大学、美国普渡大学、法国里尔大学西班牙Universitat Autonoma de Barcelona等高校。主要从事常微分方程定性理论和分支理论的研究工作，包括弱化的Hilbert十六问题、周期单调性、代数极限环、高阶极限环分支问题等，已在J. Differential Equation、Nonlinearity、中国科学（英文版）等期刊上发表多篇学术论文。
学术报告：拟微分算子与时频分析,报告人：钱涛教授(澳门科技大学),2022-09-29,腾讯会议ID：点击链接入会，或添加至会议列表：,华南农业大学,https://info.scau.edu.cn/2022/0929/c12892a325786/page.htm,2022-09-28,Abstract: The talk will exposit? the general rule of Hardy H^2 space decomposition of L^2 spaces on manifolds. On the unit circle case we generalise the concept of Fourier frequency leading to instantaneous frequency decomposition of signals.? A practical and efficient such decomposition is Adaptive Fourier Decomposition (AFD).? The talk will present in detail the AFD method involving generalised backward shift operation and Beurling Theorem.,教授简介：澳门科技大学教授、博士生导师。曾任澳门大学Distinguished Professor(杰出教授)，长期担任澳门大学数学系主任。主要研究领域是欧氐空间上的Fourier分析、Clifford分析、时频分析和图像处理的小波分析等。多个SCI期刊杂志的编委、副主编，荣获过首届澳门科学技术奖“自然科学奖”一等奖。
学术报告：Low-Rank High-Order Tensor Completion with Applications in Visual Data,,2022-05-18,线上报告：腾讯会议 454-114-410,华南农业大学,https://info.scau.edu.cn/2022/0516/c12892a315148/page.htm,2022-05-16,"摘要：Recently, tensor Singular Value Decomposition (t-SVD)-based low-rank tensor completion has achieved unprecedented success in addressing various pattern analysis issues. However, existing studies mostly focus on third-order tensors while order-d (d ≥ 4) tensors are commonly encountered in real-world applications, like fourth-order color videos, fifth-order light-field images, and sixth-order bidirectional texture functions. Aiming at addressing this critical issue, this talk reported an order-d tensor recovery framework including the model, algorithm and theories by innovatively developing a novel algebraic foundation for order-d t-SVD, thereby achieving exact completion for any order-d low t-SVD rank tensors with missing values with an overwhelming probability. Emperical studies on synthetic data and real-world visual data illustrate that compared with other state-of-the-art recovery methods, the proposed one achieves highly competitive performance in terms of both qualitative and quantitative metrics.",
学术报告： Adaptive estimation for functional data: Using a framelet block-thresholding method,报告人：陈迪荣 教授（北京航空航天大学）,2022-05-05,地点：腾讯会议，会议号254115816,华南农业大学,https://info.scau.edu.cn/2022/0505/c12892a314103/page.htm,2022-05-04,"摘要：Nonparametric estimation of mean and covariance functions based on discretely observed data is important in functional data analysis. In this talk, we propose a framelet block-thresholding method for estimating mean and covariance functions from discretely sampled noisy observations. Estimated convergence rates are established for all types of sampling schemes. In particular, the results reveal a phase transition phenomenon related to the number of observations on each curve. The procedures are adaptive in automatically adjusting the smoothness properties of the underlying mean and covariance functions. In contrast, theoretical results for other smoothing methods hold in the setting where smoothness parameters are assumed to be known, since the regularization parameters of estimators that depend on smoothness properties need to be chosen carefully. Simulation studies and real data examples are provided to offer empirical support for the theoretical results. A comparison with other methods demonstrates that the proposed method outperforms in adaptivity.?","报告人简介：陈迪荣，北京航空航天大学教授，北航“蓝天学者”特聘教授，博士生导师。1982年1月获学士学位，1992年7月获博士学位。主要从事统计学习理论，函数型数据分析，以及在国防工程技术中应用研究，取得了具有国际先进水平的成果，获教育部2012年度自然科学二等奖。先后主持国家自然科学基金8项，“863”课题3项，“973”计划子课题1项。发表SCI论文数十篇，其中多篇发表在权威刊物Appl. Computational Harmonic Analysis, Found. Computational Math., SIAM Math. Anal., SIAM Numerical Analysis, IEEE Transaction on Automatic Control, IEEE Trans Information Theory, Journal Machine Learning Research等上,单篇论文被SCI引用最高近两百次。?欢迎广大师生线上参加！"
学术报告：Some recent advances on the theory of the spectral volume method for hyperbolic equations,报告人：邹青松?教授（中山大学）,2022-01-12,地点：腾讯会议?会议号989 776 945,华南农业大学,https://info.scau.edu.cn/2022/0111/c12892a303803/page.htm,2022-01-11,"摘要：In this talk, we report some recent advances on the?theoretic analysis of the spectral volume(SV) method for?hyperbolic equations. Precisely, we will present our study on the?stability, convergence and superconvergence of the SV method for?the 1D and 2D hyperbolic equations. Some ongoing research?topics will also be illustrated.","报告人简介：邹青松，中山大学计算机学院教授，博士生导师，数据科学系主任，广东省计算数学学会理事长，期刊International Journal of Numerical Analysis and Modelling编委。长期从事偏微分方程数值解法方面的研究工作，在包括引SIAM J Numer Anal, Math Comp, Numer Math等在内的知名国际发表论文60余篇。主要研究方向包括高阶高精度有限体积法，高维偏微分方程问题深度学习算法，以及来自生物，医学和金融问题的人工智能算法。"
